Classification,Food Name,Moisture (water) (mg),Protein (mg),"Fat, total (mg)",Ash (mg),Total dietary fibre (mg),"Available carbohydrate, without sugar alcohols (mg)",Total sugars (mg),Starch (mg),Sodium (Na) (mg),Potassium (K) (mg),Calcium (Ca) (mg),Phosphorus (P) (mg),Magnesium (Mg) (mg),Iron (Fe) (mg),Zinc (Zn) (mg),Cholesterol (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Vitamin C (mg)
12201,"Bread, from white flour, Turkish",38500.0,7800.0,2800.0,1800.0,3600.0,45500.0,2200.0,43300.0,530,110,50,94,26,0.8,0.74,0,0.41,0.02,1.0,0
12201,"Bread, from white flour, Turkish, toasted",26800.0,9200.0,3300.0,2100.0,4300.0,54200.0,2600.0,51500.0,631,131,60,112,31,0.95,0.88,0,0.39,0.024,1.19,0
12201,"Bread, from white flour, sour dough, commercial",38800.0,8800.0,1400.0,1600.0,3100.0,42900.0,1200.0,41700.0,490,130,21,80,31,1.1,0.65,0,0.71,0.04,1.3,0
12201,"Bread, from white flour, sour dough, toasted",27100.0,10400.0,1700.0,1900.0,3700.0,51100.0,1400.0,49600.0,583,155,25,95,37,1.31,0.77,0,0.676,0.048,1.55,0
12201,"Bread, organic",39600.0,11600.0,2900.0,1800.0,5600.0,40300.0,1300.0,39000.0,490,180,48,160,52,1.8,1.2,0,0.157,0.04,2.2,0
12201,"Bread, organic, toasted",29000.0,13700.0,3400.0,2100.0,6600.0,47400.0,1500.0,45900.0,576,212,56,188,61,2.12,1.41,0,0.148,0.047,2.59,0
12201,"Bread, pizza base, commercial",34800.0,8600.0,3300.0,1400.0,2700.0,48500.0,3700.0,44800.0,390,140,70,98,28,0.94,0.69,0,0.76,0.05,1.1,0
12201,"Bread roll, from white flour",34400.0,9300.0,2900.0,1800.0,3000.0,44600.0,3400.0,41200.0,380,137,107,100,29,1.26,0.82,0,0.391,0.041,2.57,0
12206,"Bread, from white flour, added fibre",38000.0,9700.0,1700.0,1800.0,6400.0,43600.0,2500.0,41100.0,448,111,56,98,27,1.44,0.8,0,0.638,0.035,1.5,0
12206,"Bread, from white flour, added fibre, toasted",26200.0,11500.0,2000.0,2100.0,7700.0,51900.0,3000.0,48900.0,534,132,67,117,32,1.72,0.96,0,0.608,0.042,1.78,0
12206,"Bread, from white flour, added omega-3 polyunsaturates",38000.0,9100.0,2100.0,1800.0,3100.0,46600.0,2400.0,44200.0,448,111,56,98,27,1.44,0.8,0,0.631,0.035,1.5,0
12206,"Bread, from white flour, added omega-3 polyunsaturates, toasted",28000.0,10600.0,2400.0,2100.0,3600.0,54200.0,2800.0,51400.0,521,129,65,114,31,1.68,0.94,0,0.587,0.041,1.74,0
12206,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe",39300.0,8300.0,2300.0,1700.0,6500.0,45700.0,3800.0,41900.0,410,140,150,100,33,4.8,0.88,0,0.89,0.04,1.8,0
12206,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe, toasted",28600.0,9800.0,2700.0,2000.0,7600.0,53800.0,4500.0,49300.0,482,165,176,118,39,5.65,1.04,0,0.838,0.047,2.12,0
12305,"Bread, brioche",28900.0,9500.0,10600.0,1400.0,2400.0,46500.0,11800.0,34700.0,400,150,45,120,21,1.2,0.77,46,0.36,0.1,1.3,4
12305,"Bread, from white flour, commercial, added dried fruit",33800.0,8800.0,3700.0,1900.0,3600.0,47300.0,18100.0,29200.0,312,320,110,89,29,1.5,0.7,0,0.435,0.04,1.2,0
12305,"Bread, from white wheat flour, added dried fruit, toasted",26400.0,9800.0,4100.0,2100.0,4000.0,52600.0,20100.0,32400.0,346,356,122,99,32,1.67,0.78,0,0.387,0.044,1.33,0
12305,"Bun, sweet, hot cross bun, with dried fruit",28300.0,7200.0,3200.0,1600.0,4100.0,50200.0,21000.0,29200.0,230,310,60,100,29,1.4,0.65,0,0.415,0.06,1.1,0
12305,"Bun, sweet, with dried fruit, uniced",28300.0,6500.0,5000.0,1600.0,3000.0,55200.0,22300.0,32800.0,337,310,60,100,29,1.4,0.65,0,0.415,0.06,1.1,0
12305,"Bun, sweet, with dried fruit, iced",31800.0,6400.0,6100.0,1300.0,1900.0,51800.0,18300.0,33300.0,266,179,18,81,22,0.81,0.62,2,0.218,0.002,0.76,0
13302,"Bread, banana, commercial",31000.0,5700.0,11100.0,1500.0,1500.0,43100.0,25100.0,18000.0,360,150,41,160,25,1.6,0.68,43,0.04,0.0,1.1,0
13302,"Bread, banana, homemade",29600.0,5300.0,12700.0,1500.0,1300.0,50000.0,27400.0,22700.0,245,187,59,223,22,0.79,0.44,78,0.066,0.088,0.5,1
13302,"Cake, carrot, commercial, iced",26000.0,4400.0,20400.0,1200.0,1500.0,47600.0,30500.0,17100.0,305,150,41,160,25,1.6,0.68,43,0.04,0.0,1.1,0
13302,"Cake, carrot, homemade, uniced",30200.0,4800.0,16000.0,1500.0,2100.0,45300.0,31300.0,14000.0,358,213,39,178,22,0.82,0.5,87,0.066,0.069,0.4,1
13302,"Cake, carrot, homemade, iced",28600.0,3900.0,15000.0,1300.0,1700.0,49500.0,37800.0,11700.0,308,171,32,143,18,0.65,0.4,74,0.053,0.057,0.35,0
13302,"Cake, fruit, homemade, uniced",29900.0,3800.0,10000.0,1600.0,2800.0,49400.0,40100.0,8800.0,135,436,42,86,30,1.32,0.42,51,0.064,0.045,0.53,4
13302,"Cake, lamington, unfilled",28400.0,4700.0,9400.0,1200.0,2400.0,48000.0,31500.0,16500.0,218,200,6,170,26,1.6,0.77,31,0.0,0.02,0.5,0
13302,"Cake, plain butter cake, commercial, uniced",25400.0,8200.0,15200.0,1800.0,1300.0,46900.0,25300.0,21600.0,480,110,52,300,14,1.2,0.5,75,0.06,0.17,0.8,0
13302,"Cake, plain butter cake, commercial, iced",18700.0,5000.0,16100.000000000002,1800.0,1400.0,52700.0,36700.0,16000.0,420,77,4,190,10,0.5,0.7,54,0.05,0.08,0.7,0
13302,"Cake, plain butter cake, homemade, uniced",22600.0,6700.0,16300.0,1800.0,900.0,52500.0,23500.0,29000.0,481,110,52,296,17,0.78,0.54,103,0.086,0.1,0.6,0
13302,"Cake, plain butter cake, homemade, iced",22500.0,5400.0,15200.0,1500.0,700.0,55200.0,31500.0,23700.0,406,89,42,237,14,0.62,0.43,87,0.069,0.082,0.51,0
13302,"Cake, sponge, plain, commercial, uniced, unfilled",26500.0,7500.0,8200.0,1500.0,1200.0,56500.0,32500.0,24000.0,320,110,52,230,13,0.72,0.47,134,0.13,0.17,0.6,0
13302,"Cake, sponge, plain, commercial, uniced, filled with jam & cream",21300.0,6700.0,12200.0,1300.0,1200.0,58000.0,37600.0,20500.0,278,114,54,205,13,0.66,0.44,130,0.114,0.162,0.55,0
13302,"Cake or cupcake, sponge, plain, commercial, iced, unfilled",21500.0,5000.0,11000.0,1000.0,700.0,61600.0,46400.0,15200.0,195,93,49,152,9,0.42,0.32,81,0.081,0.134,0.35,1
12101,"Amaranth, grain, whole, uncooked",11600.0,15200.0,6400.0,2200.0,11100.0,55600.0,3800.0,51800.0,2,508,147,405,237,7.0,2.7,0,0.09,0.04,0.0,4
12101,"Barley, pearl, uncooked",9800.0,9900.0,3100.0,1200.0,13100.0,60600.0,1000.0,59600.0,10,350,28,192,95,2.2,1.2,0,0.17,0.02,6.6,0
12101,"Barley, pearl, boiled, no added fat or salt",62600.0,4100.0,1300.0,500.0,5400.0,25100.0,400.0,24700.0,10,145,14,80,41,0.92,0.51,0,0.056,0.007,2.46,0
12101,"Buckwheat groats, uncooked",14900.0,12800.0,3200.0,1700.0,5000.0,58000.0,1400.0,56600.0,1,577,14,314,199,3.0,2.9,0,0.57,0.03,4.4,0
12101,"Buckwheat groats, cooked in water, no added salt",81900.0,2700.0,700.0,400.0,1100.0,12300.0,300.0,12000.0,2,123,4,67,43,0.64,0.62,0,0.097,0.006,0.84,0
12101,"Bulgur, uncooked",11100.0,10300.0,2000.0,1400.0,7800.0,66100.0,1000.0,65099.99999999999,3,320,30,280,83,2.5,3.0,0,0.19,0.0,5.4,0
12101,"Bulgur, soaked in water, no added fat or salt",53700.0,5400.0,1300.0,200.0,4100.0,34400.0,500.0,33900.0,2,167,16,146,43,1.3,1.56,0,0.099,0.0,2.81,0
12101,"Sago, dry, uncooked",12600.0,200.0,200.0,100.0,400.0,85500.0,0.0,85500.0,3,5,10,29,3,1.2,1.3,0,0.0,0.0,0.0,0
12101,"Sago, cooked in water, no added salt",86200.0,0.0,0.0,0.0,100.0,13500.0,0.0,13500.0,3,1,3,4,1,0.19,0.21,0,0.0,0.0,0.0,0
12101,"Cornmeal (polenta), uncooked",12300.0,8500.0,1700.0,400.0,3000.0,70000.0,700.0,69300.0,0,130,2,95,34,0.54,0.6,0,0.08,0.03,0.0,0
12101,"Cornmeal (polenta), boiled, no added fat or salt",72100.0,2700.0,500.0,100.0,1000.0,22300.0,200.0,22000.0,2,42,2,30,12,0.18,0.19,0,0.02,0.008,0.0,0
12101,"Couscous, uncooked",10100.0,13800.0,200.0,800.0,4200.0,73600.0,3400.0,70200.0,2,250,27,200,51,1.9,1.1,0,0.17,0.0,3.2,0
12101,"Couscous, boiled, no added fat or salt",60000.0,6100.0,100.0,400.0,1900.0,32700.000000000004,1500.0,31200.0,3,111,13,89,23,0.85,0.49,0,0.06,0.0,1.28,0
12101,"Millet, uncooked",11700.0,10200.0,3500.0,1100.0,3700.0,67400.0,600.0,66800.0,1,195,8,231,104,5.2,2.7,0,0.31,0.03,5.1,0
12101,"Millet, boiled, no added fat or salt",71000.0,3300.0,1100.0,400.0,1200.0,22100.0,200.0,21900.0,2,64,4,76,35,1.71,0.89,0,0.081,0.009,1.51,0
12101,"Maize, grits, uncooked",12700.0,8100.0,1300.0,400.0,2700.0,73300.0,0.0,73300.0,0,428,1,64,20,0.4,0.4,0,0.05,0.01,1.2,0
12101,"Oat bran, unprocessed, uncooked",6600.0,16700.0,9300.0,2900.0,16700.0,45000.0,1500.0,43500.0,4,566,58,734,235,5.41,3.11,0,1.17,0.22,0.93,0
12101,"Oats, hulled, uncooked",8000.0,12500.0,9800.0,1500.0,8600.0,55500.0,1200.0,54300.0,4,310,37,305,117,3.9,2.3,0,0.31,0.01,1.2,0
12101,"Oats, rolled, uncooked",9200.0,12200.0,9500.0,1400.0,9500.0,54500.0,1000.0,53500.0,2,310,40,310,104,3.5,2.35,0,0.39,0.005,1.25,0
12101,"Quinoa, black, uncooked",12600.0,13100.0,6600.0,2300.0,16100.000000000002,50600.0,4300.0,46300.0,6,563,58,408,196,4.3,3.3,0,0.1,0.02,0.0,0
12101,"Quinoa, red, uncooked",12400.0,14100.0,6900.0,2200.0,13800.0,55000.0,5800.0,49200.0,4,563,41,377,168,4.3,3.6,0,0.27,0.03,0.0,0
12101,"Quinoa, white, uncooked",11500.0,12200.0,6300.0,2100.0,10500.0,61800.0,4200.0,57600.0,8,563,48,411,197,3.6,3.1,0,0.41,0.02,0.0,0
12101,"Quinoa, uncooked",11900.0,12900.0,6500.0,2200.0,12000.0,58600.0,4700.0,54000.0,7,563,47,400,188,3.88,3.27,0,0.337,0.023,0.0,0
12101,"Quinoa, cooked in water, no added salt",75400.0,3600.0,1800.0,600.0,3400.0,16300.0,1300.0,15000.0,4,157,14,112,53,1.08,0.91,0,0.075,0.006,0.0,0
12101,"Rye, grain, whole, uncooked",10000.0,11100.0,2600.0,1500.0,17300.0,51300.0,1700.0,49600.0,5,510,41,277,116,3.7,2.8,0,0.28,0.03,1.7,0
12101,"Rye, rolled, uncooked",9600.0,10400.0,2600.0,1500.0,17300.0,50800.0,1400.0,49400.0,3,510,38,266,108,2.7,2.2,0,0.23,0.02,1.2,0
12101,"Sorghum, grain, uncooked",12200.0,8200.0,3600.0,1300.0,8600.0,65800.0,1200.0,64700.0,1,363,10,273,124,2.25,1.35,0,0.4,0.025,4.05,0
12103,"Teff, uncooked",8800.0,13300.0,2400.0,2400.0,8000.0,38400.0,1800.0,36600.0,12,427,180,429,184,7.63,3.63,0,0.39,0.27,3.36,0
12101,"Triticale, grain, uncooked",10500.0,9600.0,2400.0,1400.0,14400.0,58300.0,1800.0,56600.0,5,332,27,245,114,3.55,2.05,0,0.355,0.03,1.7,0
12103,"Semolina, uncooked",14000.0,10700.0,1200.0,800.0,3200.0,61600.0,0.0,61600.0,3,112,16,110,23,0.6,0.5,0,0.18,0.02,1.4,0
12103,"Semolina, boiled, no added fat or salt",72600.0,3400.0,400.0,200.0,1000.0,19600.0,0.0,19600.0,3,36,6,35,8,0.19,0.16,0,0.046,0.006,0.4,0
12101,"Spelt, uncooked",10200.0,11700.0,3000.0,1500.0,8800.0,59200.0,1400.0,57800.0,3,330,21,323,122,2.8,1.9,0,0.42,0.03,7.3,0
12101,"Spelt, boiled, no added fat or salt",62800.0,4800.0,1200.0,600.0,3600.0,24500.0,600.0,24000.0,7,137,12,134,53,1.17,0.8,0,0.174,0.012,3.03,0
12103,"Tapioca, pearl or seed style, uncooked",12000.0,200.0,200.0,100.0,0.0,79300.0,0.0,79300.0,1,23,16,8,4,1.7,0.1,0,0.11,0.02,0.3,0
12103,"Tapioca, pearl or seed style, boiled, no added fat or salt",87200.0,0.0,0.0,0.0,0.0,11500.0,0.0,11500.0,3,4,4,1,2,0.25,0.02,0,0.016,0.003,0.04,0
12101,"Wheat bran, unprocessed, uncooked",9000.0,14800.0,4100.0,4800.0,41800.0,22600.0,2700.0,19900.0,6,1200,75,1000,450,11.0,7.2,0,0.69,0.03,19.0,0
12101,"Wheat, whole, uncooked",10300.0,11200.0,2400.0,1500.0,11400.0,58300.0,1300.0,56900.0,2,315,35,302,120,3.43,2.0,0,0.456,0.1,4.18,0
12101,Wheat germ,10400.0,20600.0,6100.0,3700.0,20100.0,32700.000000000004,7400.0,25300.0,4,910,64,780,270,9.0,7.7,0,1.5,0.03,7.3,0
12102,"Rice, white, uncooked",13100.0,7000.0,900.0,400.0,800.0,74000.0,0.0,74000.0,1,58,4,90,20,0.2,1.2,0,0.05,0.0,1.2,0
12102,"Rice, white, boiled or rice cooker, no added salt",61800.0,3100.0,200.0,100.0,800.0,34700.0,100.0,34600.0,0,25,2,28,4,0.09,0.58,0,0.02,0.013,0.07,0
12102,"Rice, white, purchased as 'instant', microwaved",60500.0,3400.0,600.0,200.0,1000.0,32500.0,0.0,32500.0,21,19,2,27,4,0.09,0.52,0,0.04,0.0,0.0,0
12102,"Rice, brown, uncooked",14000.0,7600.0,3100.0,1400.0,3500.0,69100.0,1100.0,68000.0,2,230,7,314,119,0.8,1.7,0,0.37,0.01,5.8,0
12102,"Rice, brown, boiled, no added salt",58800.0,4100.0,1100.0,700.0,1700.0,33500.0,300.0,33200.0,2,110,7,160,72,0.59,0.1,0,0.14,0.0,3.5,0
12102,"Rice, wild, uncooked",7800.0,14700.0,1100.0,1500.0,6200.0,68700.0,2500.0,66200.0,7,427,21,433,177,1.96,5.96,0,0.115,0.262,6.73,0
12102,"Rice, wild, boiled, no added salt",73900.0,4000.0,300.0,400.0,1800.0,19500.0,700.0,18800.0,3,101,3,82,32,0.6,1.34,0,0.052,0.087,1.29,0
12102,"Rice paper wrapper, soaked in water",59100.0,3300.0,900.0,2400.0,1000.0,32200.000000000004,200.0,32000.0,766,65,4,91,32,0.23,0.66,0,0.094,0.002,1.58,0
12103,"Flour, arrowroot",12000.0,400.0,200.0,500.0,3400.0,78600.0,0.0,78600.0,2,12,35,7,4,0.5,0.0,0,0.1,0.02,0.5,0
12103,"Flour, cornflour, from maize starch",11000.0,400.0,600.0,100.0,0.0,84100.0,0.0,84100.0,16,9,3,14,3,0.0,0.02,0,0.0,0.0,0.0,0
12103,"Flour, cornflour, from maize & wheat starch",11500.0,600.0,400.0,400.0,500.0,84400.0,0.0,84400.0,10,16,8,43,5,0.75,0.05,0,0.035,0.0,0.4,0
12103,"Flour, gluten free, plain",11900.0,3400.0,1100.0,600.0,1700.0,80500.0,300.0,80200.0,21,120,24,79,27,0.8,0.52,0,0.04,0.0,0.0,0
12103,"Flour, rice",13600.0,7300.0,2000.0,900.0,2200.0,71600.0,600.0,71000.0,1,144,6,202,70,0.5,1.45,0,0.21,0.005,3.5,0
12103,"Flour, rye",11000.0,11400.0,2300.0,1500.0,17300.0,54900.0,1400.0,53500.0,4,432,44,397,123,4.0,2.1,0,0.4,0.06,1.6,0
12103,"Flour, spelt",10300.0,18700.0,2400.0,1400.0,7400.0,59100.0,900.0,58200.0,2,330,29,330,110,4.8,3.0,0,0.4,0.02,4.7,0
12103,"Flour, wheat, white, plain",12200.0,10000.0,1300.0,700.0,2200.0,73200.0,1900.0,71300.0,3,170,21,130,36,1.2,0.84,0,0.23,0.0,1.0,0
12103,"Flour, wheat, white, self-raising",12200.0,10000.0,1300.0,2900.0,2200.0,73200.0,1900.0,71300.0,740,150,59,620,33,1.2,0.75,0,0.23,0.0,1.0,0
12103,"Flour, wheat, wholemeal, plain",11200.0,11600.0,1600.0,1200.0,8800.0,61600.0,2000.0,59600.0,2,310,29,230,89,2.8,1.7,0,0.48,0.04,3.7,0
12103,"Flour, wheat, wholemeal, self-raising",11000.0,11400.0,2100.0,1500.0,11300.0,65300.0,900.0,64400.00000000001,655,284,68,874,102,2.2,1.3,0,0.423,0.111,5.54,0
12103,"Gluten, from wheat (vital wheat gluten)",8200.0,75200.0,0.0,1000.0,600.0,13200.0,0.0,13200.0,29,100,142,260,25,5.2,0.85,0,0.0,0.0,0.0,0
24102,"Starch, potato",19100.0,0.0,500.0,3100.0,5900.0,74500.0,0.0,74500.0,9,43,14,102,5,0.3,0.1,0,0.0,0.0,0.0,0
13502,"Pizza, cheese & tomato, commercial",40800.0,16200.0,11000.0,2300.0,2800.0,28700.0,2700.0,26000.0,440,170,210,200,26,0.88,1.4,19,0.02,0.18,0.2,0
13502,"Pizza, ham & pineapple, purchased frozen, baked",44900.0,11500.0,6000.0,2100.0,3100.0,28200.0,4800.0,23400.0,468,210,171,240,22,0.85,1.16,18,0.285,0.105,0.68,1
13502,"Pizza, ham & pineapple, takeaway style",47100.0,12800.0,8300.0,2700.0,3100.0,23100.0,2700.0,20400.0,632,140,140,240,17,1.1,1.7,18,0.285,0.105,0.68,1
13502,"Pizza, supreme, takeaway style",49400.0,13000.0,9800.0,2200.0,3000.0,20500.0,600.0,19900.0,570,175,158,193,18,0.95,1.8,21,0.16,0.14,2.2,2
13502,"Pizza, supreme, fast food chain",45900.0,12900.0,9000.0,2400.0,2500.0,27600.0,2400.0,25200.0,550,191,149,176,27,1.03,1.46,15,0.16,0.14,2.2,2
13502,"Pizza, supreme, purchased frozen, baked",45100.0,14000.0,11600.0,2800.0,3200.0,26300.0,900.0,25400.0,350,162,152,210,22,1.15,1.42,19,0.285,0.18,2.2,4
13502,"Pizza, vegetable, fast food chain",51400.0,9300.0,6000.0,2300.0,2800.0,27200.0,2800.0,24400.0,389,162,152,210,22,1.15,1.42,19,0.02,0.18,2.2,4
12401,"Noodle, wheat, fresh, soaked, drained",62600.0,6300.0,1000.0,200.0,1700.0,26500.0,0.0,26500.0,100,19,13,40,8,0.41,0.3,0,0.0,0.0,0.0,0
12402,"Noodle, wheat, instant, flavoured, dry, uncooked",5600.0,11000.0,19100.0,3100.0,3700.0,54000.0,900.0,53100.0,1108,227,28,145,31,2.5,1.02,0,0.19,0.4,0.0,0
12402,"Noodle, wheat, instant, unflavoured, boiled, drained",67000.0,3800.0,6200.0,1000.0,1200.0,17600.0,300.0,17300.0,200,74,9,47,10,0.8,0.33,0,0.06,0.13,0.0,0
12402,"Noodle, wheat, instant, unflavoured, boiled, undrained",87600.0,1400.0,2300.0,400.0,400.0,6600.0,100.0,6500.0,77,28,4,18,4,0.3,0.13,0,0.022,0.049,0.0,0
12402,"Noodle, wheat, instant, unflavoured, dry, uncooked",5600.0,11000.0,19100.0,3100.0,3700.0,54000.0,900.0,53100.0,572,227,28,145,31,2.5,1.02,0,0.19,0.4,0.0,0
12402,"Noodle, wheat, instant, flavoured, boiled, drained",67000.0,3800.0,6200.0,1000.0,1200.0,17600.0,300.0,17300.0,360,74,9,47,10,0.8,0.33,0,0.06,0.13,0.0,0
12402,"Noodle, wheat, instant, flavoured, boiled, undrained",87600.0,1400.0,2300.0,400.0,400.0,6600.0,100.0,6500.0,137,28,4,18,4,0.3,0.13,0,0.022,0.049,0.0,0
12401,"Noodle, wheat with egg, plain, boiled, no added fat",57400.0,7500.0,1400.0,400.0,2600.0,29100.0,600.0,28500.0,4,66,16,92,27,0.87,0.71,11,0.1,0.0,1.1,0
12401,"Pasta, white wheat flour, dry",10600.0,12700.0,1400.0,1100.0,3200.0,68500.0,0.0,68500.0,5,142,18,172,30,1.0,0.6,0,0.07,0.06,1.1,0
12401,"Pasta, white wheat flour, boiled from dry, no added salt",63000.0,5300.0,400.0,300.0,2200.0,26200.0,200.0,25900.0,2,43,12,65,25,0.71,0.57,0,0.057,0.013,0.25,0
12401,"Pasta, white wheat flour, fresh, uncooked",30500.0,10500.0,2100.0,1100.0,3300.0,49400.0,900.0,48500.0,11,190,27,140,33,1.3,0.7,73,0.17,0.11,1.6,0
12401,"Pasta, white wheat flour, fresh, boiled, no added salt",60700.0,5900.0,1300.0,400.0,2700.0,27100.0,1100.0,26000.0,78,49,18,71,18,0.7,0.4,33,0.08,0.05,0.9,0
12401,"Pasta, white wheat flour & egg, dry",9900.0,10600.0,1600.0,700.0,2200.0,74400.0,1900.0,72400.0,9,178,23,139,37,1.29,0.9,18,0.236,0.016,1.02,0
12401,"Pasta, white wheat flour & egg, boiled from dry, no added salt",57400.0,7500.0,1400.0,400.0,2600.0,29100.0,600.0,28500.0,4,66,16,92,27,0.87,0.71,11,0.1,0.0,1.1,0
12401,"Pasta, white wheat flour & spinach, dry",10800.0,11900.0,1300.0,1100.0,4400.0,73100.0,2700.0,70400.0,38,203,39,140,45,2.5,0.7,0,0.02,0.08,2.0,0
12401,"Pasta, white wheat flour & spinach, boiled from dry, no added salt",64200.0,3800.0,400.0,300.0,1400.0,27300.0,200.0,27100.0,48,55,15,62,10,0.8,0.3,0,0.02,0.02,0.7,0
12401,"Pasta, wholemeal wheat flour, dry",9700.0,12500.0,2200.0,1100.0,9900.0,60600.0,0.0,60600.0,11,305,63,378,85,3.9,1.4,0,0.56,0.12,3.2,0
12401,"Pasta, wholemeal wheat flour, boiled from dry, no added salt",62500.0,5400.0,800.0,300.0,5700.0,24600.0,0.0,24600.0,5,92,28,140,39,1.8,0.6,0,0.21,0.07,1.6,0
13401,"Croissant, plain",27600.0,10000.0,19100.0,1800.0,2700.0,35600.0,5100.0,30500.0,462,130,40,91,24,1.1,1.1,18,0.11,0.09,0.7,0
13401,"Pastry, filo, commercial, raw",22300.0,10200.0,3800.0,2700.0,2500.0,55800.0,1300.0,54500.0,581,129,18,113,26,1.15,0.4,0,0.15,0.02,1.0,0
13401,"Pastry, filo, commercial, baked",2400.0,12200.0,3100.0,3400.0,4300.0,75100.0,2100.0,73000.0,766,156,19,140,37,1.3,0.9,0,0.15,0.02,1.3,0
13401,"Pastry, puff, with butter, commercial, raw",34100.0,5500.0,19000.0,2700.0,3400.0,32900.0,1000.0,31900.0,160,63,12,48,13,0.3,0.2,34,0.02,0.02,0.7,0
13401,"Pastry, puff, with butter, commercial, baked",14400.0,7100.0,24700.0,3500.0,4400.0,42700.0,1300.0,41400.0,208,82,15,62,17,0.39,0.26,44,0.021,0.023,0.82,0
13401,"Pastry, puff, vegetable oil, commercial, raw",34100.0,5500.0,16400.0,2700.0,3400.0,35000.0,1000.0,34000.0,387,63,9,48,13,0.3,0.2,0,0.02,0.02,0.7,0
13401,"Pastry, puff, vegetable oil, commercial, baked",15500.0,7000.0,21000.0,3500.0,4400.0,44900.0,1300.0,43600.0,497,81,12,62,17,0.38,0.26,0,0.02,0.023,0.81,0
13401,"Pastry, shortcrust style, commercial, raw",20300.0,6400.0,21400.0,2700.0,6400.0,41300.0,1200.0,40100.0,446,60,10,53,13,0.3,0.2,29,0.02,0.0,0.5,0
13401,"Pastry, shortcrust style, commercial, baked",2800.0,7800.0,26100.0,3300.0,7800.0,50400.0,1500.0,48900.0,544,73,12,65,16,0.36,0.24,35,0.02,0.0,0.55,0
13405,"Pastry, filled with spinach & cheese, purchased frozen, baked",44100.0,9400.0,16400.0,2200.0,2500.0,24700.0,2700.0,22000.0,490,170,150,150,27,1.0,0.98,32,0.23,0.16,0.8,0
13405,"Pie, savoury, chicken & vegetable, commercial",50200.0,8200.0,11000.0,1300.0,2100.0,25000.0,1200.0,23800.0,400,140,30,110,19,0.67,0.56,22,0.14,0.07,1.5,0
13405,"Pie, savoury, meat, commercial, ready to eat",53000.0,8900.0,11400.0,1800.0,2400.0,21200.0,1300.0,19900.0,500,124,15,66,18,1.16,0.96,19,0.18,0.08,2.3,0
13405,"Pie, savoury, meat, purchased frozen, baked",53400.0,8600.0,11300.0,1600.0,2000.0,19300.0,0.0,19300.0,478,126,15,89,19,1.18,0.75,20,0.095,0.025,0.93,2
13405,"Sausage roll, commercial, ready to eat",44000.0,9700.0,14600.0,2400.0,3000.0,27200.0,2800.0,24400.0,667,130,24,99,21,1.1,1.1,20,0.2,0.09,2.6,0
13405,"Sausage roll, purchased frozen, baked",43100.0,9700.0,12700.0,2400.0,3000.0,27200.0,2800.0,24400.0,628,130,19,99,22,1.1,0.95,20,0.2,0.09,2.6,0
23102,"Mustard, cream style",75400.0,5800.0,3100.0,4600.0,4100.0,6200.0,3600.0,2600.0,1420,160,83,140,55,2.0,0.8,0,0.2,0.03,1.0,0
23102,"Sauce, barbecue, commercial",55600.0,800.0,100.0,2200.0,900.0,42200.0,38400.0,3800.0,710,130,12,12,9,0.4,0.03,0,0.015,0.0,0.05,0
23104,"Sauce, butter chicken, commercial",79300.0,1300.0,7600.0,2200.0,1900.0,5800.0,3600.0,2200.0,462,144,21,13,18,0.78,0.25,18,0.03,0.09,1.26,0
23102,"Sauce, cranberry, commercial",58400.0,0.0,0.0,100.0,1100.0,40000.0,40000.0,0.0,50,50,3,4,2,0.41,0.03,0,0.015,0.021,0.1,1
23102,"Sauce, fish, commercial",65400.00000000001,6800.0,300.0,20700.0,1200.0,4400.0,4400.0,0.0,8255,215,30,12,118,1.55,0.74,0,0.0,0.1,1.8,0
23102,"Sauce, hoi sin (hoisin), commercial",40800.0,1600.0,5400.0,5700.0,10400.0,37200.0,33500.0,3700.0,1550,51,41,34,14,4.7,0.6,0,0.01,0.25,1.1,1
23102,"Sauce, oyster, commercial",63500.0,2800.0,1000.0,10300.0,300.0,21000.0,15600.0,5400.0,3790,210,40,7,24,3.9,0.9,0,0.02,0.05,0.6,0
23102,"Sauce, pasta or simmer, commercial, low fat",85500.0,800.0,2900.0,2200.0,1300.0,6600.0,3500.0,3100.0,281,89,9,20,10,0.81,0.2,0,0.53,0.05,1.05,0
23102,"Sauce, pasta, basil pesto, commercial",46100.0,5300.0,37100.0,4500.0,1500.0,7400.0,2100.0,5300.0,1251,232,147,20,32,1.41,1.09,8,0.08,0.13,2.8,0
23102,"Sauce, pasta, cheese or cream-based, commercial",82600.0,1400.0,6800.0,1600.0,100.0,5300.0,2700.0,2600.0,482,94,32,21,5,0.0,0.12,13,0.285,0.07,0.0,0
23104,"Sauce, pasta, tomato-based, commercial, heated",84700.0,1600.0,1500.0,1900.0,1800.0,7500.0,6200.0,1200.0,375,337,27,33,15,0.74,0.19,0,0.042,0.047,0.7,1
23102,"Sauce, plum, commercial",39900.0,100.0,800.0,2100.0,600.0,56500.0,48200.0,8300.0,950,32,15,5,24,2.5,0.9,0,0.0,0.05,0.0,2
