Classification,Food Name,Moisture (water) (mg),Protein (mg),"Fat, total (mg)",Ash (mg),Total dietary fibre (mg),"Available carbohydrate, without sugar alcohols (mg)",Total sugars (mg),Starch (mg),Sodium (Na) (mg),Potassium (K) (mg),Calcium (Ca) (mg),Phosphorus (P) (mg),Magnesium (Mg) (mg),Iron (Fe) (mg),Zinc (Zn) (mg),Cholesterol (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Vitamin C (mg)
16303,"Tangelo, peeled, raw",85900.0,600.0,100.0,400.0,2000.0,7800.0,7800.0,0.0,4,140,22,19,10,0.3,0.3,0,0.05,0.03,0.3,28
16303,"Tangerine or tangor, peeled, raw",86200.0,1000.0,200.0,300.0,1500.0,8100.0,8100.0,0.0,2,150,26,20,9,0.2,0.1,0,0.07,0.03,0.3,44
16201,"Mixed berry, frozen",85000.0,600.0,100.0,300.0,3300.0,9600.0,9200.0,300.0,2,96,14,16,9,0.39,0.13,0,0.028,0.01,0.06,9
16802,Mixed dried fruit,16700.0,2200.0,700.0,2100.0,3300.0,73600.0,71200.0,1200.0,12,762,55,74,32,1.59,0.25,0,0.08,0.005,0.31,1
24502,"Bean, broad, dried",10600.0,24300.0,2100.0,2800.0,18600.0,37000.0,2700.0,34300.0,21,1062,108,362,140,3.7,2.4,0,0.73,0.07,1.8,1
24502,"Bean, broad, fresh, raw",76000.0,6900.0,500.0,1000.0,7100.0,2200.0,700.0,1300.0,4,250,17,95,30,1.9,1.2,0,0.2,0.34,2.0,41
24502,"Bean, broad, fresh, boiled, drained",74200.0,7400.0,500.0,1100.0,7600.0,2400.0,800.0,1400.0,3,202,16,92,26,1.74,1.1,0,0.14,0.274,1.5,29
24502,"Bean, butter, fresh, raw",91600.0,2300.0,200.0,500.0,2300.0,2300.0,1800.0,300.0,3,230,16,42,22,0.4,1.5,0,0.06,0.09,1.0,15
24502,"Bean, butter, fresh, boiled, drained",91000.0,2500.0,200.0,500.0,2500.0,2500.0,1900.0,300.0,2,185,15,40,19,0.36,1.37,0,0.042,0.072,0.75,10
25101,"Bean, haricot, dried",11200.0,21900.0,2200.0,3200.0,18500.0,34800.0,3500.0,31300.0,4,1290,150,400,160,6.4,2.4,0,0.42,0.14,2.3,1
25101,"Bean, haricot, dried, boiled, drained",67900.0,8200.0,700.0,1000.0,8800.0,12600.0,4700.0,7900.0,8,340,57,130,49,2.1,0.9,0,0.09,0.06,0.8,0
25101,"Bean, lima, dried",9700.0,21400.0,1700.0,4400.0,17700.0,40600.0,3700.0,34000.0,3,1900,55,320,170,5.7,2.7,0,0.42,0.12,1.6,0
25101,"Bean, lima, dried, boiled, drained",73700.0,6400.0,300.0,800.0,5300.0,10200.0,600.0,9600.0,7,350,16,76,35,1.3,0.7,0,0.06,0.0,0.5,0
24502,"Bean, mung, whole, dried, uncooked",10300.0,24500.0,2000.0,3500.0,13700.0,41900.0,2100.0,39800.0,1,1250,89,499,184,4.0,2.8,0,0.25,0.03,1.9,5
25101,"Bean, red kidney, dried",9300.0,22500.0,1800.0,3700.0,21500.0,35600.0,3400.0,32200.000000000004,3,1470,95,520,140,5.6,3.0,0,0.39,0.15,3.0,0
25101,"Bean, red kidney, dried, boiled, drained",71100.0,7900.0,500.0,900.0,7200.0,9100.0,600.0,8500.0,8,290,34,130,38,1.7,1.0,0,0.07,0.0,0.4,0
24502,"Bean, red kidney, fresh, raw",61600.0,12800.0,400.0,1500.0,9100.0,14700.0,1200.0,13000.0,3,490,12,100,18,2.4,1.0,0,0.18,0.11,2.0,27
24502,"Bean, red kidney, fresh, boiled, drained",58700.0,13800.0,400.0,1600.0,9800.0,15800.0,1300.0,14000.0,2,395,11,97,15,2.19,0.91,0,0.126,0.089,1.5,19
25101,"Bean, soya (soy), dried",8900.0,31300.0,20200.0,2800.0,20100.0,12500.0,6700.0,700.0,6,1800,180,560,230,9.5,4.0,0,0.76,0.16,2.7,0
25101,"Bean, soya (soy), dried, boiled, drained",65300.0,13500.0,7700.0,1300.0,7200.0,1400.0,1400.0,0.0,9,420,76,200,71,2.2,1.6,0,0.1,0.07,0.8,0
25101,"Chickpea, dried",8300.0,19700.0,5500.0,2600.0,20800.0,38500.0,2200.0,36300.0,11,396,159,296,134,4.6,3.1,0,0.57,0.02,1.3,3
25101,"Chickpea, dried, boiled, drained",66600.0,7200.0,2000.0,900.0,7600.0,14000.0,800.0,13200.0,4,144,58,108,49,1.67,1.13,0,0.207,0.007,0.47,1
25101,"Lentil, French, hulled, dry",10800.0,28300.0,2000.0,2000.0,15000.0,38800.0,1000.0,37800.0,2,670,55,252,91,5.4,2.3,0,0.5,0.01,1.6,4
25101,"Lentil, green, hulled, dry",11800.0,25300.0,1700.0,2300.0,14600.0,40900.0,1500.0,39400.0,13,670,56,286,95,5.6,1.6,0,0.22,0.01,1.6,4
25101,"Lentil, red, hulled, dry",8900.0,23000.0,1900.0,2100.0,13700.0,45700.0,2700.0,43000.0,2,670,70,238,94,9.1,1.6,0,0.44,0.02,1.8,2
25101,"Lentil, hulled, dry",10500.0,25500.0,1900.0,2100.0,14400.0,41800.0,1700.0,40100.0,6,670,60,259,93,6.7,1.83,0,0.387,0.013,1.67,4
25101,"Lentil, dried, boiled, drained",74400.0,7300.0,500.0,600.0,4100.0,11900.0,500.0,11400.0,1,144,15,66,21,1.63,0.44,0,0.072,0.003,0.33,1
25101,"Lupin, dehulled, splits, uncooked",7200.0,37500.0,7900.0,2900.0,27800.0,10000.0,2800.0,7200.0,50,730,84,410,189,4.3,3.6,0,0.67,0.02,1.9,2
25101,"Lupin, dehulled, flakes, uncooked",9700.0,36900.0,7700.0,2800.0,27000.0,10000.0,3600.0,6400.0,50,715,81,404,188,4.0,3.5,0,0.64,0.02,2.2,2
25101,"Lupin, whole, uncooked",8000.0,28600.0,6500.0,2600.0,41500.0,7400.0,2300.0,5100.0,50,570,211,302,171,3.9,3.4,0,0.56,0.02,2.2,2
25101,"Pea, split, dried",10700.0,23000.0,2000.0,2300.0,10100.0,50500.0,2500.0,42600.0,7,930,42,330,95,3.8,2.5,0,0.85,0.15,1.9,0
25101,"Pea, split, dried, boiled, drained",72500.0,6600.0,400.0,400.0,8300.0,9100.0,2900.0,6200.0,9,140,13,78,23,1.0,0.6,0,0.11,0.075,0.6,0
24501,"Pea, green, whole, dried",11700.0,22000.0,2100.0,2800.0,16800.0,40900.0,2400.0,38500.0,5,990,56,410,121,5.9,3.6,0,0.92,0.02,2.3,2
24501,"Pea, yellow, whole, dried",10000.0,23300.0,2300.0,2400.0,17700.0,43600.0,2600.0,41000.0,12,990,59,321,113,4.8,2.5,0,0.94,0.02,2.3,2
18101,"Beef, all cuts, separable fat, raw",25400.0,12100.0,61400.0,800.0,0.0,0.0,0.0,0.0,25,160,6,87,9,1.3,0.94,60,0.0,0.05,2.0,0
18101,"Beef, all cuts, separable fat, cooked, no added fat",27700.0,15300.0,55600.0,1000.0,0.0,0.0,0.0,0.0,29,160,8,100,11,0.96,1.3,65,0.0,0.08,1.4,0
18101,"Beef, casserole meat, boneless or bone-in, shin, lean, raw",76000.0,21900.0,600.0,1400.0,0.0,0.0,0.0,0.0,69,370,9,190,24,1.9,4.9,57,0.03,0.07,4.85,0
18101,"Beef, casserole meat, boneless or bone-in, shin, lean, casseroled, no added fat",62800.0,33800.0,2800.0,1300.0,500.0,0.0,0.0,0.0,60,320,14,200,25,2.2,7.5,91,0.05,0.08,4.2,0
18101,"Beef, casserole meat, boneless or bone-in, shin, untrimmed, raw",73000.0,21300.0,4200.0,1400.0,0.0,0.0,0.0,0.0,66,357,9,184,23,1.86,4.66,57,0.028,0.069,4.68,0
18101,"Beef, casserole meat, boneless or bone-in, shin, untrimmed, casseroled, no added fat",56800.0,30600.0,11800.0,1200.0,400.0,0.0,0.0,0.0,55,293,13,183,23,1.99,6.45,86,0.042,0.08,3.72,0
18101,"Beef, casserole meat, boneless, chuck, lean, raw",74100.0,23000.0,3400.0,1200.0,0.0,0.0,0.0,0.0,62,360,4,190,22,1.8,6.6,67,0.06,0.2,3.0,1
18101,"Beef, casserole meat, boneless, chuck, lean, casseroled, no added fat",57700.0,33000.0,10600.0,1300.0,0.0,0.0,0.0,0.0,53,300,6,250,24,3.2,5.3,54,0.04,0.0,1.0,0
18101,"Beef, casserole meat, boneless, chuck, untrimmed, raw",68200.0,21700.0,10400.0,1200.0,0.0,0.0,0.0,0.0,58,336,4,177,20,1.74,5.91,66,0.053,0.182,2.88,1
18101,"Beef, casserole meat, boneless, chuck, untrimmed, casseroled, no added fat",54700.0,31200.0,15100.0,1300.0,0.0,0.0,0.0,0.0,51,286,6,235,23,2.98,4.9,55,0.036,0.008,1.04,0
18101,"Beef, diced, lean, raw ",70200.0,27900.0,2700.0,1200.0,0.0,0.0,0.0,0.0,38,340,4,240,24,1.7,5.7,54,0.03,0.11,3.0,1
18101,"Beef, diced, lean, dry-fried, no added fat ",65600.0,32100.0,2900.0,1300.0,0.0,0.0,0.0,0.0,47,360,4,260,23,2.8,7.2,77,0.03,0.08,3.0,0
18101,"Beef, diced, lean, casseroled, no added fat",61000.0,36500.0,3500.0,1600.0,0.0,0.0,0.0,0.0,27,244,5,204,20,2.22,7.45,70,0.018,0.122,2.16,1
18101,"Beef, diced, untrimmed, raw",69300.0,27600.0,3900.0,1200.0,0.0,0.0,0.0,0.0,38,336,4,237,24,1.69,5.6,54,0.029,0.109,2.98,1
18101,"Beef, diced, untrimmed, dry-fried, no added fat",65000.0,31800.0,3700.0,1300.0,0.0,0.0,0.0,0.0,47,357,4,258,23,2.77,7.11,77,0.03,0.08,2.98,0
18101,"Beef, diced, untrimmed, casseroled, no added fat",60500.0,36200.0,4300.0,1600.0,0.0,0.0,0.0,0.0,27,243,5,202,20,2.2,7.36,70,0.017,0.122,2.14,1
18101,"Beef, stir-fry strips, lean, raw ",73200.0,27200.0,2000.0,1200.0,0.0,0.0,0.0,0.0,38,340,4,240,24,1.7,5.7,54,0.03,0.11,3.0,1
18101,"Beef, stir-fry strips, lean, dry-fried, no added fat ",65900.0,30900.0,3200.0,1300.0,0.0,0.0,0.0,0.0,47,360,4,260,23,2.8,7.2,77,0.03,0.08,3.0,0
18101,"Beef, strips, lean, casseroled, no added fat",63000.0,37500.0,2800.0,1600.0,0.0,0.0,0.0,0.0,29,258,5,215,22,2.34,7.86,74,0.019,0.129,2.28,1
18101,"Beef, stir-fry strips, untrimmed, raw",72600.0,27000.0,2700.0,1200.0,0.0,0.0,0.0,0.0,38,338,4,238,24,1.7,5.64,54,0.03,0.109,2.99,1
18101,"Beef, stir-fry strips, untrimmed, dry-fried, no added fat",65600.0,30800.0,3600.0,1300.0,0.0,0.0,0.0,0.0,47,358,4,259,23,2.78,7.15,77,0.03,0.08,2.99,0
18101,"Beef, strips, untrimmed, casseroled, no added fat",62800.0,37300.0,3200.0,1600.0,0.0,0.0,0.0,0.0,29,257,5,214,21,2.33,7.81,74,0.018,0.128,2.27,1
18101,"Beef, mince, lower fat, raw ",71000.0,22900.0,4100.0,1000.0,0.0,0.0,0.0,0.0,68,348,7,203,27,1.56,2.34,76,0.046,0.028,4.14,0
18101,"Beef, mince, lower fat, stir-fried, no added fat",58500.0,32299.999999999996,8100.0,1200.0,0.0,0.0,0.0,0.0,82,421,9,246,27,2.58,6.89,92,0.055,0.033,5.0,0
18101,"Beef, mince, regular fat, raw ",67600.0,22400.0,8900.0,1000.0,0.0,0.0,0.0,0.0,68,348,7,203,27,1.5,2.27,76,0.046,0.028,4.14,0
18101,"Beef, mince, regular fat, stir-fried, no added fat",53600.0,29500.0,16400.0,1200.0,0.0,0.0,0.0,0.0,82,421,9,246,27,2.55,5.97,92,0.055,0.033,5.0,0
18101,"Beef, mince, higher fat, raw ",67200.0,22500.0,10400.0,900.0,0.0,0.0,0.0,0.0,51,305,4,172,23,1.45,2.09,78,0.02,0.11,3.4,0
18101,"Beef, mince, higher fat, stir-fried, no added fat",57800.0,27600.0,13500.0,1100.0,0.0,0.0,0.0,0.0,60,359,5,202,22,2.29,5.43,92,0.025,0.13,4.0,0
18101,"Beef, rump steak, lean, raw",74600.0,20400.0,2800.0,1200.0,0.0,0.0,0.0,0.0,50,370,4,230,26,2.1,4.1,62,0.03,0.11,3.0,1
18101,"Beef, rump steak, lean, grilled, no added fat",61800.0,32000.0,4500.0,1300.0,0.0,0.0,0.0,0.0,43,350,6,290,27,3.3,8.2,75,0.03,0.08,3.0,0
18101,"Beef, rump steak, untrimmed, raw",72300.0,20000.0,5600.0,1200.0,0.0,0.0,0.0,0.0,49,360,4,223,25,2.06,3.95,62,0.028,0.107,2.95,1
18101,"Beef, rump steak, untrimmed, grilled, no added fat",57500.0,29900.0,10800.0,1300.0,0.0,0.0,0.0,0.0,41,326,6,266,25,3.01,7.34,74,0.026,0.08,2.8,0
18101,"Beef, sirloin steak, lean, raw",72800.0,24100.0,1900.0,1200.0,0.0,0.0,0.0,0.0,57,380,6,230,27,2.2,3.8,58,0.05,0.22,7.0,1
18101,"Beef, sirloin steak, lean, grilled, no added fat",62400.0,30500.0,3800.0,1300.0,0.0,0.0,0.0,0.0,49,350,10,270,26,2.2,7.8,70,0.03,0.0,1.0,0
18101,"Beef, sirloin steak, untrimmed, raw",70000.0,23400.0,5400.0,1200.0,0.0,0.0,0.0,0.0,55,367,6,221,26,2.15,3.63,58,0.047,0.21,6.7,1
18101,"Beef, sirloin steak, untrimmed, grilled, no added fat",55100.0,27300.0,14700.0,1200.0,0.0,0.0,0.0,0.0,45,310,9,234,23,1.94,6.44,69,0.024,0.017,1.08,0
18101,"Beef, steak, boneless, fillet or tenderloin, lean, raw",73200.0,22200.0,5200.0,1300.0,0.0,0.0,0.0,0.0,57,380,6,230,27,2.2,3.8,58,0.05,0.22,7.0,1
18101,"Beef, steak, boneless, fillet or tenderloin, lean, grilled, no added fat",58100.0,31900.0,5500.0,1300.0,0.0,0.0,0.0,0.0,49,350,10,270,26,2.2,7.8,70,0.03,0.0,1.0,0
18101,"Beef, steak, boneless, fillet or tenderloin, untrimmed, raw",69700.0,21400.0,9300.0,1300.0,0.0,0.0,0.0,0.0,55,364,6,219,26,2.13,3.59,58,0.046,0.207,6.63,1
18101,"Beef, steak, boneless, fillet or tenderloin, untrimmed, grilled, no added fat",56100.0,30800.0,8800.0,1300.0,0.0,0.0,0.0,0.0,48,337,9,259,25,2.12,7.37,70,0.028,0.005,1.03,0
18101,"Beef, steak, boneless or bone-in, blade, lean, raw",72800.0,22200.0,2600.0,1200.0,0.0,0.0,0.0,0.0,56,340,4,200,24,1.9,4.6,45,0.06,0.2,3.0,1
18101,"Beef, steak, boneless or bone-in, blade, lean, grilled, no added fat",65000.0,31900.0,2900.0,1300.0,0.0,0.0,0.0,0.0,48,400,6,260,30,2.6,6.0,81,0.03,0.0,1.0,0
18101,"Beef, steak, boneless or bone-in, blade, untrimmed, raw",67300.0,21000.0,9500.0,1200.0,0.0,0.0,0.0,0.0,52,319,5,187,22,1.83,4.17,47,0.053,0.182,2.88,1
18101,"Beef, steak, with bone, blade, untrimmed, grilled, no added fat",61800.0,30500.0,7400.0,1300.0,0.0,0.0,0.0,0.0,46,380,6,246,28,2.46,5.6,80,0.027,0.007,1.03,0
18101,"Beef, steak, boneless, round, lean, raw",72500.0,21000.0,1700.0,1200.0,0.0,0.0,0.0,0.0,50,370,4,230,26,2.1,4.1,62,0.03,0.11,3.0,1
18101,"Beef, steak, boneless, round, lean, grilled, no added fat",66800.0,31800.0,2000.0,1300.0,0.0,0.0,0.0,0.0,43,350,6,290,27,3.3,8.2,75,0.03,0.08,3.0,0
18101,"Beef, steak, boneless, round, untrimmed, raw",69100.0,20400.0,6000.0,1200.0,0.0,0.0,0.0,0.0,48,355,4,220,25,2.04,3.87,62,0.028,0.106,2.93,1
18101,"Beef, steak, boneless, round, untrimmed, grilled, no added fat",64900.00000000001,31000.0,4600.0,1300.0,0.0,0.0,0.0,0.0,42,341,6,281,26,3.19,7.87,74,0.028,0.08,2.92,0
18101,"Beef, steak, boneless, scotch fillet, lean, raw",72900.0,23800.0,2800.0,1200.0,0.0,0.0,0.0,0.0,57,380,6,230,27,2.2,3.8,58,0.05,0.22,7.0,1
18101,"Beef, steak, boneless, scotch fillet, lean, grilled, no added fat",58800.0,31900.0,4500.0,1300.0,0.0,0.0,0.0,0.0,49,350,10,270,26,2.2,7.8,70,0.03,0.0,1.0,0
18101,"Beef, steak, boneless, scotch fillet, untrimmed, raw",67000.0,22400.0,10000.0,1200.0,0.0,0.0,0.0,0.0,53,353,6,212,25,2.09,3.45,58,0.044,0.199,6.38,1
18101,"Beef, steak, boneless, scotch fillet, untrimmed, grilled, no added fat",54000.0,29400.0,12300.0,1200.0,0.0,0.0,0.0,0.0,46,321,9,244,24,2.01,6.81,69,0.025,0.012,1.06,0
18101,"Beef, steak, with bone, T-bone, lean, raw",72900.0,24400.0,2000.0,1200.0,0.0,0.0,0.0,0.0,57,380,6,230,27,2.2,3.8,58,0.05,0.22,7.0,1
18101,"Beef, steak, with bone, T-bone, lean, grilled, no added fat",64700.0,29200.0,3800.0,1300.0,0.0,0.0,0.0,0.0,49,350,10,270,26,2.2,7.8,70,0.03,0.0,1.0,0
18101,"Beef, steak, with bone, T-bone, untrimmed, raw",60900.0,21300.0,16900.0,1100.0,0.0,0.0,0.0,0.0,49,325,6,194,22,1.97,3.08,58,0.037,0.177,5.74,1
18101,"Beef, steak, with bone, T-bone, untrimmed, grilled, no added fat",57100.0,26300.0,14500.0,1200.0,0.0,0.0,0.0,0.0,45,311,9,235,23,1.94,6.46,69,0.024,0.016,1.08,0
18101,"Beef, silverside roast, lean, raw ",75400.0,24100.0,2300.0,1200.0,0.0,0.0,0.0,0.0,44,360,4,200,24,1.24,3.0,35,0.03,0.11,3.0,1
18101,"Beef, silverside roast, lean, roasted, no added fat",64000.0,26900.0,5600.0,1300.0,0.0,0.0,0.0,0.0,54,340,4,220,24,2.4,4.8,62,0.06,0.2,3.0,0
18101,"Beef, silverside roast, untrimmed, raw",70000.0,22800.0,8700.0,1200.0,0.0,0.0,0.0,0.0,42,338,4,188,22,1.25,2.78,38,0.027,0.103,2.89,1
18101,"Beef, silverside roast, untrimmed, roasted, no added fat",61100.0,26000.0,9600.0,1300.0,0.0,0.0,0.0,0.0,52,326,4,210,23,2.28,4.52,62,0.055,0.19,2.87,0
18101,"Beef, topside roast, lean, raw ",75000.0,22300.0,3000.0,1200.0,0.0,0.0,0.0,0.0,44,360,4,200,24,1.24,3.0,35,0.03,0.11,3.0,1
18101,"Beef, topside roast, lean, roasted, no added fat",63400.0,32700.000000000004,2800.0,1300.0,0.0,0.0,0.0,0.0,54,340,4,220,24,2.4,4.8,62,0.06,0.2,3.0,0
18101,"Beef, topside roast, untrimmed, raw",70200.0,21300.0,8600.0,1200.0,0.0,0.0,0.0,0.0,42,341,4,189,22,1.24,2.8,37,0.027,0.104,2.9,1
18101,"Beef, topside roast, untrimmed, roasted, no added fat",60500.0,31300.0,7100.0,1300.0,0.0,0.0,0.0,0.0,52,325,4,210,23,2.28,4.52,62,0.055,0.19,2.87,0
18101,"Veal, all cuts, separable fat, raw",52700.0,19400.0,29000.0,800.0,0.0,0.0,0.0,0.0,25,160,14,110,11,0.58,1.7,70,0.03,0.3,3.0,0
18101,"Veal, all cuts, separable fat, cooked",46400.0,20700.0,33000.0,1000.0,0.0,0.0,0.0,0.0,32,160,7,98,11,0.79,1.5,39,0.0,0.1,3.0,0
18101,"Veal, cutlet, with bone, lean, raw ",74700.0,24600.0,1100.0,1200.0,0.0,0.0,0.0,0.0,45,330,8,240,23,0.71,3.6,35,0.06,0.2,16.0,1
18101,"Veal, cutlet, with bone, lean, grilled, no added fat ",68100.0,28100.0,2000.0,1300.0,0.0,0.0,0.0,0.0,46,300,6,210,20,1.1,3.7,41,0.1,0.2,9.0,0
18101,"Veal, cutlet, with bone, untrimmed, raw",73200.0,24200.0,3000.0,1200.0,0.0,0.0,0.0,0.0,44,318,8,231,22,0.7,3.47,37,0.058,0.207,15.11,1
18101,"Veal, cutlet, with bone, untrimmed, grilled, no added fat",66400.0,27500.0,4400.0,1300.0,0.0,0.0,0.0,0.0,45,289,6,201,19,1.08,3.53,41,0.092,0.192,8.53,0
18101,"Veal, diced, lean, raw ",75500.0,23100.0,1500.0,1200.0,0.0,0.0,0.0,0.0,46,330,6,220,22,0.88,3.6,55,0.06,0.2,16.0,1
18101,"Veal, diced, lean, stir-fried, no added fat ",63900.0,31900.0,3000.0,1300.0,0.0,0.0,0.0,0.0,85,490,8,360,34,2.0,7.0,110,0.1,0.2,9.0,0
18101,"Veal, diced, untrimmed, raw",75100.0,23000.0,2000.0,1200.0,0.0,0.0,0.0,0.0,46,327,6,218,22,0.87,3.56,55,0.059,0.202,15.76,1
18101,"Veal, diced, untrimmed, stir-fried, no added fat",63400.0,31600.0,3800.0,1300.0,0.0,0.0,0.0,0.0,84,481,8,353,33,1.97,6.85,108,0.097,0.197,8.83,0
18101,"Veal, stir-fry strips, lean, raw ",73200.0,27200.0,2000.0,1200.0,0.0,0.0,0.0,0.0,56,420,7,280,28,1.5,4.7,55,0.06,0.2,16.0,1
18101,"Veal, stir-fry strips, lean, stir-fried, no added fat ",65000.0,30000.0,2800.0,1300.0,0.0,0.0,0.0,0.0,79,530,8,370,37,2.1,5.8,99,0.1,0.2,9.0,0
18101,"Veal, stir-fry strips, untrimmed, raw",72800.0,27100.0,2500.0,1200.0,0.0,0.0,0.0,0.0,55,416,7,277,28,1.48,4.65,55,0.059,0.202,15.78,1
18101,"Veal, stir-fry strips, untrimmed, stir-fried, no added fat",64800.0,29900.0,3100.0,1300.0,0.0,0.0,0.0,0.0,78,526,8,367,37,2.09,5.76,98,0.099,0.199,8.94,0
18101,"Veal, steak, boneless, leg, lean, raw ",75800.0,24400.0,1500.0,1200.0,0.0,0.0,0.0,0.0,56,366,6,300,31,1.4,4.7,57,0.06,0.2,16.0,1
18101,"Veal, steak, boneless, leg, lean, grilled, no added fat ",65000.0,34400.0,1900.0,1300.0,0.0,0.0,0.0,0.0,49,380,6,300,28,1.7,4.9,85,0.1,0.2,9.0,0
18101,"Veal, steak, boneless, leg, untrimmed, raw",75500.0,24300.0,1800.0,1200.0,0.0,0.0,0.0,0.0,56,363,6,298,31,1.39,4.66,57,0.06,0.201,15.83,1
18101,"Veal, steak, boneless, leg, untrimmed, grilled, no added fat",64599.99999999999,34100.0,2600.0,1300.0,0.0,0.0,0.0,0.0,49,375,6,296,28,1.68,4.82,84,0.098,0.198,8.87,0
18102,"Lamb, all cuts, separable fat, raw",31000.0,10800.0,57600.0,500.0,0.0,0.0,0.0,0.0,22,91,5,56,6,0.41,0.54,62,0.0,0.07,2.0,0
18102,"Lamb, all cuts, separable fat, cooked",30400.0,16200.0,53400.0,500.0,0.0,0.0,0.0,0.0,28,110,6,82,8,0.67,1.0,74,0.0,0.0,7.0,0
18102,"Lamb, chop, with bone, chump, lean, raw ",73400.0,22500.0,4300.0,1100.0,0.0,0.0,0.0,0.0,65,350,6,350,30,3.1,3.6,65,0.16,0.26,6.5,0
18102,"Lamb, chop, with bone, chump, lean, grilled, no added fat",57700.0,34100.0,10200.0,1000.0,0.0,0.0,0.0,0.0,65,330,11,280,32,3.1,5.8,93,0.17,0.41,6.6,0
18102,"Lamb, chop, with bone, chump, untrimmed, raw",62900.0,19600.0,17500.0,1000.0,0.0,0.0,0.0,0.0,54,286,6,277,24,2.43,2.84,64,0.12,0.213,5.38,0
18102,"Lamb, chop, with bone, chump, untrimmed, grilled, no added fat",51500.0,30000.0,20000.0,900.0,0.0,0.0,0.0,0.0,57,280,10,235,27,2.55,4.71,89,0.131,0.317,6.69,0
18102,"Lamb, chop, with bone, forequarter, lean, raw ",74300.0,20500.0,5700.0,900.0,0.0,0.0,0.0,0.0,72,330,10,220,27,1.6,5.4,60,0.13,0.26,4.2,0
18102,"Lamb, chop, with bone, forequarter, lean, grilled, no added fat",61000.0,28000.0,11400.0,1100.0,0.0,0.0,0.0,0.0,67,350,8,210,28,1.5,5.0,82,0.1,0.32,5.4,0
18102,"Lamb, chop, with bone, forequarter, untrimmed, raw",60300.0,17400.0,22400.0,800.0,0.0,0.0,0.0,0.0,56,253,8,167,20,1.22,3.83,61,0.088,0.199,3.49,0
18102,"Lamb, chop, with bone, forequarter, grilled, no added fat",54700.0,25600.0,19900.0,1000.0,0.0,0.0,0.0,0.0,59,301,7,184,24,1.33,4.19,80,0.08,0.255,5.72,0
18102,"Lamb, loin chop, lean, raw ",64400.00000000001,28600.0,5000.0,1100.0,0.0,0.0,0.0,0.0,71,330,8,240,30,1.9,2.8,73,0.13,0.2,7.3,0
18102,"Lamb, loin chop, lean, grilled, no added fat",61400.0,29800.0,9100.0,1100.0,0.0,0.0,0.0,0.0,74,330,11,260,32,2.8,4.2,92,0.14,0.28,6.9,0
18102,"Lamb, loin chop, untrimmed, raw",52100.0,22000.0,24400.0,900.0,0.0,0.0,0.0,0.0,53,242,7,172,21,1.35,1.97,69,0.082,0.152,5.35,0
18102,"Lamb, loin chop, untrimmed, grilled, no added fat",54500.0,26800.0,18900.0,1000.0,0.0,0.0,0.0,0.0,64,281,10,221,27,2.33,3.49,88,0.109,0.218,6.92,0
18102,"Lamb, cutlet or frenched cutlet, with bone, lean, raw",72500.0,20900.0,6200.0,1100.0,0.0,0.0,0.0,0.0,64,350,9,230,30,2.1,2.9,67,0.12,0.26,6.8,0
18102,"Lamb, cutlet or frenched cutlet, with bone, lean, grilled, no added fat ",59500.0,30500.0,8600.0,1100.0,0.0,0.0,0.0,0.0,66,320,10,240,30,2.6,4.3,96,0.2,0.36,7.7,0
18102,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, raw",63100.0,18600.0,17800.0,1000.0,0.0,0.0,0.0,0.0,54,291,8,190,24,1.72,2.36,66,0.093,0.217,5.71,0
18102,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, grilled, no added fat",52800.0,27200.0,18900.0,1000.0,0.0,0.0,0.0,0.0,57,272,9,204,25,2.16,3.54,91,0.154,0.277,7.54,0
18102,"Lamb, diced, lean, raw ",72600.0,21300.0,5200.0,1100.0,0.0,0.0,0.0,0.0,53,340,5,250,27,2.2,4.3,78,0.13,0.21,4.5,0
18102,"Lamb, diced, lean, stir-fried, no added fat",62500.0,31300.0,6500.0,1200.0,0.0,0.0,0.0,0.0,59,390,5,290,27,3.7,2.6,96,0.14,0.32,5.2,0
18102,"Lamb, diced, lean, casseroled, no added fat",59800.0,32200.000000000004,6200.0,1600.0,0.0,0.0,0.0,0.0,43,275,8,239,26,3.07,6.01,115,0.057,0.176,3.7,0
18102,"Lamb, diced, untrimmed, raw",71800.0,21100.0,6200.0,1100.0,0.0,0.0,0.0,0.0,52,335,5,246,26,2.16,4.23,78,0.128,0.207,4.45,0
18102,"Lamb, diced, untrimmed, stir-fried, no added fat",61800.0,31000.0,7600.0,1200.0,0.0,0.0,0.0,0.0,58,384,5,285,26,3.63,2.56,96,0.137,0.313,5.24,0
18102,"Lamb, diced, untrimmed, casseroled, no added fat",59200.0,31800.0,7200.0,1600.0,0.0,0.0,0.0,0.0,42,271,8,235,25,3.02,5.9,114,0.056,0.172,3.78,0
18102,"Lamb, stir-fry strips, lean, raw",72700.0,21900.0,4200.0,1100.0,0.0,0.0,0.0,0.0,53,340,5,250,27,2.2,4.3,78,0.13,0.2,4.2,0
18102,"Lamb, stir-fry strips, lean, stir-fried, no added fat",62500.0,28100.0,7700.0,1300.0,0.0,0.0,0.0,0.0,59,390,5,290,27,3.7,2.6,96,0.15,0.34,5.4,0
